,Date,Mid,Volume
650,2002-05-16,1094.23,1256600000.0
3887,2002-05-17,1101.6799999999998,1274400000.0
2672,2002-05-20,1098.6,989800000.0
2673,2002-05-21,1089.315,1200500000.0
259,2002-05-22,1080.83,1136300000.0
1931,2002-05-23,1088.8249999999998,1192900000.0
222,2002-05-24,1089.6349500000001,885400000.0
2665,2002-05-28,1078.14505,996500000.0
1568,2002-05-29,1071.245,1081800000.0
3573,2002-05-30,1061.88,1286600000.0
3571,2002-05-31,1072.2950500000002,1277300000.0
4496,2002-06-03,1055.3200000000002,1324300000.0
1898,2002-06-04,1038.29005,1466600000.0
1234,2002-06-05,1044.475,1300100000.0
2702,2002-06-06,1038.4050000000002,1601500000.0
2701,2002-06-07,1022.755,1341300000.0
4576,2002-06-10,1031.8150500000002,1226200000.0
4578,2002-06-11,1025.99,1212400000.0
4571,2002-06-12,1012.215,1795720000.0
2362,2002-06-13,1015.7950000000001,1405500000.0
